Pos,Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
6365,Threads of Fate,PS,2005,Sports,Activision,0.19,0,0,0.02,0.21
6366,Tony Hawk's American Sk8land,DS,2008,Misc,Ubisoft,0.19,0,0,0.02,0.21
6367,Petz: Horse Club,Wii,2006,Shooter,Ubisoft,0.18,0.01,0,0.02,0.21
6368,Far Cry Instincts Predator,X360,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01,0.21
6369,PoPoLoCrois Monogatari II,PS,2004,Platform,Konami Digital Entertainment,0,0,0.2,0.01,0.21
6370,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2008,Role-Playing,GungHo,0.09,0,0.11,0.01,0.21
6371,Ragnarok DS,DS,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
6372,Deus Ex: The Conspiracy,PS2,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21
6373,Unreal II: The Awakening,XB,2005,Puzzle,Namco Bandai Games,0.12,0,0.08,0,0.21
6374,Me & My Katamari,PSP,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21
6375,Rumble Racing,PS2,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.21
6376,NBA Live 09 All-Play,Wii,2008,Action,Activision,0.1,0.08,0,0.03,0.21
6377,Spider-Man: Web of Shadows,PS2,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
6378,Batman Begins,XB,2012,Action,Atlus,0.03,0,0.17,0,0.21
6379,Etrian Odyssey IV,3DS,2009,Racing,Codemasters,0.07,0.1,0,0.04,0.21
6380,Fuel,PS3,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
6381,J-League Winning Eleven 10 + Europa League 06-07,PS2,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21
6382,Shrek: Reekin' Havoc,GBA,2005,Misc,Activision,0.19,0,0,0.02,0.21
6383,World Series of Poker,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0,0.21
6384,Tales of Phantasia: Narikiri Dungeon X,PSP,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21
6385,JSRF: Jet Set Radio Future,XB,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21
6386,NHL Hitz 20-02,GC,2009,Role-Playing,DTP Entertainment,0.17,0.02,0,0.02,0.21
6387,Divinity II: Ego Draconis,X360,2012,Platform,Disney Interactive Studios,0.16,0.03,0,0.02,0.21
6388,Disney Epic Mickey: The Power of Illusion,3DS,2009,Action,Electronic Arts,0.16,0.03,0,0.02,0.21
6389,G.I. Joe: The Rise of Cobra,Wii,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21
6390,NCAA Football 2003,GC,2009,Misc,Activision,0.11,0.07,0,0.03,0.21
6391,Guitar Hero: Van Halen,PS3,2008,Racing,Eidos Interactive,0.19,0,0,0.02,0.21
6392,Wacky Races: Crash & Dash,DS,1999,Racing,Psygnosis,0.12,0.08,0,0.01,0.21
6393,Rollcage,PS,2012,Action,Electronic Arts,0,0.17,0.01,0.03,0.21
6394,FIFA Soccer 13,PSV,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
6395,ESPN Winter X Games: Snowboarding 2002,PS2,2008,Misc,AQ Interactive,0.19,0,0,0.02,0.21
6396,KORG DS-10 Synthesizer,DS,2011,Action,Activision,0.15,0.04,0,0.02,0.21
6397,Spider-Man: Edge of Time,X360,2010,Sports,Activision,0.15,0.03,0,0.02,0.21
6398,Rapala Pro Bass Fishing 2010,PS3,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
6399,Project: Snowblind,PS2,2011,Action,Ubisoft,0.04,0.12,0,0.04,0.21
6400,The Adventures of Tintin: The Game,PS3,2009,Strategy,Namco Bandai Games,0,0,0.21,0,0.21
6401,Super Robot Taisen K,DS,2010,Simulation,Sony Computer Entertainment,0,0.13,0,0.07,0.21
6402,EyePet,PSP,2009,Puzzle,Ubisoft,0,0.19,0,0.02,0.21
6403,Take A Break's: Puzzle Master,DS,2012,Action,Namco Bandai Games,0,0,0.21,0,0.21
6404,Digimon World Re:Digitize,PSP,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21
6405,Mortal Kombat: Special Forces,PS,2010,Misc,Electronic Arts,0.15,0.03,0,0.02,0.21
6406,Hasbro Family Game Night 3,PS3,2008,Misc,THQ,0.19,0,0,0.02,0.21
6407,Pass the Pigs,DS,2008,Sports,Activision,0.19,0,0,0.02,0.21
6408,Tony Hawk's Motion,DS,2007,Action,Nintendo,0.07,0,0.13,0.01,0.21
6409,Naruto Shippuuden: Ninja Council 4,DS,2009,Misc,MTV Games,0.19,0,0,0.02,0.21
6410,Rock Band Track Pack: Classic Rock,Wii,2006,Role-Playing,Tecmo Koei,0,0,0.21,0,0.21
6411,Shin Megami Tensei: Persona 3 (jp sales),PS2,2008,Simulation,Destineer,0.19,0,0,0.02,0.21
6412,WWII Aces,Wii,2005,Action,THQ,0.1,0.08,0,0.03,0.21
6413,Evil Dead: Regeneration,PS2,2010,Sports,D3Publisher,0.19,0,0,0.02,0.21
6414,Family Party: 30 Great Games Winter Fun,Wii,2010,Misc,D3Publisher,0.19,0,0,0.02,0.21
6415,Kidz Bop Dance Party! The Video Game,Wii,2006,Sports,Electronic Arts,0.19,0,0,0.02,0.21
6416,Madden NFL 07,DS,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21
6417,Tiger Woods PGA Tour,PSP,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21
6418,NHL 2003,XB,2009,Sports,Activision Value,0.19,0,0,0.02,0.21
6419,Cabela's Outdoor Adventures (2009),PS3,1995,Fighting,Acclaim Entertainment,0,0,0.21,0,0.21
6420,X-Men: Children of the Atom,SAT,2002,Sports,Sega,0.1,0.08,0,0.03,0.21
6421,NHL 2K3,PS2,1998,Adventure,Sony Computer Entertainment,0,0,0.19,0.01,0.21
6422,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,2010,Shooter,THQ,0,0.16,0,0.04,0.21
6423,METRO 2033,PC,2006,Misc,Namco Bandai Games,0,0,0.21,0,0.21
6424,Heisei Kyouiku linkai DS,DS,2009,Role-Playing,Hudson Soft,0.04,0.02,0.14,0.01,0.21
6425,Beyblade: Metal Fusion,DS,2004,Misc,N/A,0.15,0.05,0,0,0.21
6426,SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2010,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
6427,Pro Yakyuu Spirits 2010,PS3,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21
6428,Final Fight One,GBA,2008,Misc,MTV Games,0.18,0.01,0,0.02,0.21
6429,Rock Band Track Pack Volume 2,Wii,2011,Strategy,Zoo Corporation,0.06,0.11,0,0.03,0.21
6430,Stronghold 3,PC,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
6431,Gallop Racer 2003: A New Breed,PS2,2010,Sports,Konami Digital Entertainment,0.06,0.09,0.03,0.02,0.21
6432,pro evolution soccer 2011,Wii,2004,Sports,Global Star,0.15,0.04,0,0.01,0.21
6433,Outlaw Golf 2,XB,2002,Action,Atari,0.16,0.04,0,0.01,0.21
6434,BeyBlade VForce: Super Tournament Battle,GC,2011,Sports,Sega,0,0,0.21,0,0.21
6435,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2000,Adventure,Infogrames,0.11,0.08,0,0.01,0.21
6436,Bugs Bunny & Taz: Time Busters,PS,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21
6437,Dragon Ball Z: Sagas,GC,2003,Platform,Activision,0.15,0.04,0,0.01,0.21
6438,X2: Wolverine's Revenge,XB,2008,Misc,MTV Games,0.19,0,0,0.02,0.21
6439,AC/DC LIVE: Rock Band Track Pack,X360,2002,Action,THQ,0.15,0.05,0,0,0.21
6440,Power Rangers: Wild Force,GBA,2010,Simulation,Ubisoft,0,0.16,0,0.04,0.21
6441,Silent Hunter 5: Battle of the Atlantic,PC,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.21
6442,World Championship Cards,PSP,1995,Fighting,SNK,0,0,0.2,0,0.2
6443,The King of Fighters '95,NG,2002,Misc,Acclaim Entertainment,0.15,0.05,0,0,0.2
6444,Mary-Kate and Ashley: Girls Night Out,GBA,2010,Action,THQ,0.12,0.06,0,0.02,0.2
6445,All Star Karate,Wii,2004,Action,Atari,0.15,0.05,0,0,0.2
6446,Beyblade G-Revolution,GBA,2008,Action,Disney Interactive Studios,0.19,0,0,0.02,0.2
6447,The Chronicles of Narnia: Prince Caspian,DS,2011,Shooter,Ubisoft,0.1,0.08,0,0.02,0.2
6448,Call of Juarez: The Cartel,X360,2010,Adventure,Ubisoft,0.11,0.07,0,0.02,0.2
6449,CSI: Fatal Conspiracy,Wii,2000,Strategy,Nintendo,0,0,0.2,0,0.2
6450,Trade & Battle: Card Hero,GB,2012,Misc,Sega,0.06,0.02,0.12,0.01,0.2
6451,Rhythm Thief & the Emperor's Treasure,3DS,2009,Action,Activision,0.18,0.01,0,0.02,0.2
6452,Bakugan: Battle Brawlers,X360,2010,Sports,Activision,0.14,0.04,0,0.02,0.2
6453,Tony Hawk: Shred,PS3,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2
6454,Capcom Fighting Evolution,PS2,2006,Strategy,THQ,0.18,0.01,0,0.02,0.2
6455,Age of Empires: The Age of Kings,DS,2009,Adventure,Disney Interactive Studios,0.19,0,0,0.02,0.2
6456,Disney's A Christmas Carol,DS,1995,Strategy,Namco Bandai Games,0,0,0.2,0,0.2
6457,SD Gundam GNext,SNES,2005,Sports,Atari,0.1,0.08,0,0.03,0.2
6458,Backyard NFL Football 2006,PS2,2001,Racing,Infogrames,0.15,0.04,0,0.01,0.2
6459,NASCAR Heat 2002,XB,2009,Puzzle,Level 5,0,0,0.2,0,0.2
6460,Sloane to MacHale no Nazo no Monogatari,DS,2007,Action,Capcom,0,0,0.2,0,0.2
6461,Sengoku Basara 2 Heroes,PS2,2008,Misc,Sony Computer Entertainment,0,0.17,0,0.04,0.2
6462,Buzz! The Schools Quiz,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
6463,Suikoden Tactics,PS2,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
6464,NCAA March Madness 06,XB,2006,Action,Electronic Arts,0.18,0.01,0,0.02,0.2
6465,The Godfather (US & Others sales),X360,2009,Misc,Mindscape,0,0.19,0,0.01,0.2
6466,The Ultimate Red Ball Challenge,Wii,2000,Role-Playing,Sega,0,0,0.2,0,0.2
6467,Phantasy Star Online,DC,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2
6468,Crazy Taxi 3: High Roller,XB,2008,Sports,Conspiracy Entertainment,0,0.2,0,0,0.2
6469,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2
6470,Midnight Club 3: DUB Edition Remix,XB,2000,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
6471,International Superstar Soccer 2000,PS2,2005,Misc,Zoo Digital Publishing,0.15,0.05,0,0,0.2
6472,CandyLand / Chutes & Ladders / Memory,GBA,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2
6473,The Bible Game,PS2,2010,Racing,Focus Home Interactive,0.08,0.1,0,0.02,0.2
6474,TrackMania: Build to Race,Wii,1994,Racing,BPS,0,0,0.2,0,0.2
6475,Drift King Shutokou Battle '94,SNES,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2
6476,PBR: Out of the Chute,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2
6477,The King of Fighters Collection: The Orochi Saga,PS2,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
6478,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2008,Racing,Electronic Arts,0.17,0.02,0,0.02,0.2
6479,Need For Speed: Undercover,DS,2011,Adventure,Nintendo,0.13,0.05,0,0.02,0.2
6480,Mystery Case Files: The Malgrave Incident,Wii,2010,Action,Ubisoft,0.09,0.09,0,0.02,0.2
6481,Prince of Persia: The Forgotten Sands,Wii,2004,Racing,Play It,0.1,0.08,0,0.03,0.2
6482,Saturday Night Speedway,PS2,2005,Misc,THQ,0.16,0.04,0,0.01,0.2
6483,Bratz: Rock Angelz,GC,1996,Strategy,NCS,0,0,0.2,0,0.2
6484,Langrisser III,SAT,2011,Action,Activision,0.16,0.03,0,0.02,0.2
6485,X-Men: Destiny,X360,2009,Adventure,Ubisoft,0.19,0,0,0.02,0.2
6486,Where's Waldo? The Fantastic Journey,DS,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2
6487,MLB SlugFest 20-03,XB,1994,Fighting,SNK,0,0,0.2,0,0.2
6488,Samurai Spirits (CD),NG,2008,Misc,THQ,0.19,0,0,0.02,0.2
6489,The Naked Brothers Band: The Video Game,Wii,2004,Platform,Activision,0.1,0.08,0,0.03,0.2
6490,Pitfall: The Lost Expedition,PS2,2003,Fighting,Namco Bandai Games,0,0,0.2,0.01,0.2
6491,From TV Animation One Piece: Grand Battle! 3,GC,2009,Shooter,Atari,0.1,0.07,0,0.03,0.2
6492,The Chronicles of Riddick: Assault on Dark Athena,PS3,2003,Sports,THQ,0.14,0.05,0,0,0.2
6493,Rocket Power: Zero Gravity Zone,GBA,N/A,Sports,Unknown,0.07,0.11,0,0.02,0.2
6494,Big Beach Sports 2,Wii,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2
6495,Le Mans 24 Hours,PS2,N/A,Adventure,Unknown,0.11,0,0.08,0.01,0.2
6496,Afrika,PS3,2004,Sports,Sega,0.1,0.08,0,0.03,0.2
6497,ESPN MLB Baseball,PS2,2000,Fighting,Square,0,0,0.2,0,0.2
6498,All Star Pro-Wrestling,PS2,2008,Simulation,Ubisoft,0.19,0,0,0.02,0.2
6499,Petz Rescue: Wildlife Vet,Wii,2013,Role-Playing,Square Enix,0,0,0.2,0,0.2
6500,Kingdom Hearts,PS3,2011,Shooter,Ubisoft,0.08,0.09,0,0.04,0.2
6501,Call of Juarez: The Cartel,PS3,2008,Misc,Zoo Digital Publishing,0.18,0.01,0,0.02,0.2
6502,Order Up!,Wii,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2
6503,Harvest Moon: More Friends of Mineral Town,GBA,2010,Role-Playing,Tecmo Koei,0.06,0,0.13,0.01,0.2
6504,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2004,Platform,THQ,0.16,0.04,0,0.01,0.2
6505,The Fairly Odd Parents: Shadow Showdown,GC,2009,Racing,THQ,0.16,0.02,0,0.02,0.2
6506,MX vs. ATV Reflex,PSP,2009,Simulation,Ubisoft,0.19,0,0,0.02,0.2
6507,Imagine: Boutique Owner,DS,2011,Misc,Take-Two Interactive,0.18,0.01,0,0.02,0.2
6508,Nickelodeon Dance,Wii,1996,Shooter,Namco Bandai Games,0,0,0.2,0,0.2
6509,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,2009,Action,D3Publisher,0.1,0.08,0,0.02,0.2
6510,Ben 10 Alien Force: Vilgax Attacks,X360,2012,Role-Playing,Marvelous Entertainment,0,0,0.2,0,0.2
6511,Rune Factory 4,3DS,2010,Adventure,Nintendo,0,0.09,0.09,0.02,0.2
6512,Last Window: The Secret of Cape West,DS,2003,Platform,Activision,0.14,0.05,0,0,0.2
6513,X2: Wolverine's Revenge,GBA,2002,Sports,Sega,0.15,0.04,0,0.01,0.2
6514,NBA 2K2,XB,2006,Racing,THQ,0.15,0.04,0,0.01,0.2
6515,Cars,XB,2008,Action,THQ,0.18,0,0,0.02,0.2
6516,Bratz: Girlz Really Rock,Wii,2003,Misc,Namco Bandai Games,0,0,0.2,0,0.2
6517,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2002,Racing,Midway Games,0.16,0.04,0,0.01,0.2
6518,Spy Hunter,GC,2008,Sports,Electronic Arts,0.19,0,0,0.02,0.2
6519,NCAA Basketball 09,X360,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2
6520,Dead to Rights II,PS2,2001,Sports,Atlus,0.14,0.05,0,0,0.2
6521,Super Dodge Ball Advance,GBA,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2
6522,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,2011,Role-Playing,Sega,0,0,0.2,0,0.2
6523,7th Dragon 2020,PSP,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2
6524,MDK,PS,2012,Role-Playing,Sega,0,0,0.2,0,0.2
6525,Shining Blade,PSP,2009,Misc,MTV Games,0.1,0.08,0,0.03,0.2
6526,Rock Band Track Pack: Classic Rock,PS2,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2
6527,Ty the Tasmanian Tiger 2: Bush Rescue,GC,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01,0.2
6528,Speed Punks,PS,2011,Role-Playing,Falcom Corporation,0,0,0.2,0,0.2
6529,The Legend of Heroes: Ao no Kiseki,PSP,2009,Action,Disney Interactive Studios,0.12,0.06,0,0.03,0.2
6530,G-Force,PS3,2011,Action,Disney Interactive Studios,0.07,0.08,0,0.05,0.2
6531,LEGO Pirates of the Caribbean: The Video Game,PSP,2009,Role-Playing,Atlus,0.06,0,0.13,0.01,0.2
6532,Shin Megami Tensei: Persona,PSP,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
6533,MVP Baseball 2003,XB,2006,Strategy,Atari,0.18,0,0,0.02,0.2
6534,Thrillville,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2
6535,Warriors Orochi,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2
6536,NBA 07,PSP,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2
6537,NCAA Final Four 2004,PS2,2005,Adventure,Disney Interactive Studios,0.15,0.04,0,0.01,0.2
6538,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,N/A,Sports,Unknown,0,0,0.17,0.03,0.2
6539,Famista 64,N64,1999,Racing,Titus,0.06,0.13,0,0.01,0.2
6540,Roadsters 99,N64,1996,Sports,Atlus,0.16,0.04,0,0,0.2
6541,Snowboard Kids,N64,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2
6542,Magical Tetris Challenge,N64,1999,Strategy,Banpresto,0,0,0.2,0,0.2
6543,Super Robot Taisen 64,N64,2000,Platform,NewKidCo,0.16,0.04,0,0,0.2
6544,Tigger's Honey Hunt,N64,2000,Racing,Acclaim Entertainment,0.16,0.04,0,0,0.2
6545,South Park Rally,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0,0,0.2
6546,Body Harvest,N64,2000,Racing,Midway Games,0.16,0.04,0,0,0.2
6547,San Francisco Rush 2049,N64,2000,Platform,Activision,0.16,0.04,0,0,0.2
6548,Disney's Tarzan,N64,1998,Sports,Kemco,0.16,0.04,0,0,0.2
6549,Twisted Edge Extreme Snowboarding,N64,2008,Misc,Mindscape,0,0.2,0,0,0.2
6550,Deal or No Deal: The Banker is Back!,DS,2009,Role-Playing,GungHo,0.16,0,0.03,0.01,0.2
6551,Lunar: Silver Star Harmony,PSP,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2
6552,IHRA Drag Racing 2004,XB,2010,Role-Playing,Sega,0,0,0.2,0,0.2
6553,Shining Hearts,PSP,2011,Action,Electronic Arts,0.08,0.05,0.04,0.02,0.2
6554,Shadows of the Damned,PS3,2008,Strategy,Konami Digital Entertainment,0,0.01,0.18,0.01,0.2
6555,Yu-Gi-Oh! GX: Tag Force 3,PSP,2011,Racing,Activision,0.18,0,0,0.02,0.2
6556,NASCAR 2011: The Game,Wii,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2
6557,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2
6558,Ford Racing Off Road,PS2,2005,Misc,Namco Bandai Games,0.14,0.05,0,0,0.2
6559,Namco Museum: 50th Anniversary,GBA,1999,Strategy,Tecmo Koei,0,0,0.19,0.01,0.2
6560,Nobunaga no Yabou: Reppuuden,PS,2007,Role-Playing,Square Enix,0.08,0,0.11,0.01,0.2
6561,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Atari,0.18,0,0,0.02,0.2
6562,Dragon Ball Z: Harukanaru Densetsu,DS,2011,Simulation,Electronic Arts,0.09,0.09,0,0.02,0.2
6563,The Sims 3 (Mobile Versions),3DS,2009,Sports,Take-Two Interactive,0.1,0.08,0,0.03,0.2
6564,The BIGS 2,PS2,2011,Action,Deep Silver,0.11,0.06,0,0.02,0.2
6565,Dead Island,PC,2011,Action,Tecmo Koei,0.13,0.05,0,0.02,0.2
6566,Dynasty Warriors 7,X360,2009,Simulation,505 Games,0.18,0,0,0.02,0.2
6567,Discovery Kids: Pony Paradise,DS,2002,Sports,Activision,0.15,0.04,0,0.01,0.2
6568,Mat Hoffman's Pro BMX 2,XB,1996,Role-Playing,Square,0,0,0.2,0,0.2
6569,Treasure Hunter G,SNES,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2
6570,From Russia With Love,XB,1994,Shooter,Sega,0,0,0.2,0,0.2
6571,Wing Arms,SAT,2012,Action,Sega,0,0,0.2,0,0.2
6572,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2006,Misc,Konami Digital Entertainment,0.18,0.01,0,0.02,0.2
6573,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2010,Misc,Zoo Games,0.18,0,0,0.01,0.2
6574,Minute to Win It,Wii,2007,Misc,Microsoft Game Studios,0.18,0.01,0,0.02,0.2
6575,Viva Pinata: Party Animals,X360,2007,Sports,Activision,0.1,0.08,0,0.03,0.2
6576,Cabela's Big Game Hunter (2008),PS2,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2
6577,Grandia II,DC,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2
6578,Namco Museum Vol.4,PS,2010,Puzzle,Storm City Games,0.18,0,0,0.01,0.2
6579,I Spy: Spooky Mansion,Wii,2004,Action,Activision,0.15,0.04,0,0.01,0.2
6580,Shark Tale,XB,2004,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
6581,NFL Street 2,GC,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2
6582,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2013,Platform,Sony Computer Entertainment Europe,0.15,0.03,0,0.02,0.2
6583,Sly Cooper: Thieves in Time,PS3,2006,Action,Midway Games,0.18,0.01,0,0.02,0.2
6584,Rampage: Total Destruction,Wii,2008,Action,Ubisoft,0.18,0,0,0.02,0.2
6585,Family Fest presents: Movie Games,Wii,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2
6586,Gladius,PS2,2010,Misc,Warner Bros. Interactive Entertainment,0.18,0,0,0.01,0.2
6587,Sesame Street: Cookie's Counting Carnival,Wii,2008,Action,Capcom,0.11,0.02,0.06,0.01,0.2
6588,Resident Evil Archives: Resident Evil Zero,Wii,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2
6589,Dave Mirra Freestyle BMX 2,XB,2011,Shooter,THQ,0.09,0.08,0,0.03,0.2
6590,Homefront,PC,2002,Platform,THQ,0.15,0.04,0,0.01,0.2
6591,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2
6592,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2
6593,Taiko Drum Master,PS2,2008,Shooter,Sega,0.11,0.06,0,0.02,0.2
6594,The Club,PS3,2011,Strategy,Konami Digital Entertainment,0.09,0.03,0.07,0.01,0.2
6595,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01,0.2
6596,Bust-A-Move 2 Arcade Edition,PS,2009,Action,Activision,0.17,0.01,0,0.02,0.2
6597,Bakugan: Battle Brawlers,PS3,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2
6598,Tetris Worlds (Online Edition),XB,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2
6599,Puzzle Challenge: Crosswords and More!,PSP,1991,Sports,Culture Brain,0,0,0.2,0,0.2
6600,Super Baseball Simulator 1.000,SNES,2004,Action,Atari,0.1,0.08,0,0.03,0.2
6601,Forgotten Realms: Demon Stone,PS2,2010,Adventure,THQ,0.13,0.05,0,0.02,0.2
6602,Megamind: Mega Team Unite,Wii,2010,Sports,Ubisoft,0.05,0.11,0,0.04,0.2
6603,Pure Futbol,PS3,2006,Shooter,Sega,0.18,0,0,0.02,0.2
6604,Full Auto,X360,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2
6605,Looney Tunes: Space Race,PS2,2009,Sports,Electronic Arts,0.18,0,0,0.01,0.2
6606,NCAA Football 10,PSP,2010,Racing,Capcom,0.04,0.12,0,0.04,0.2
6607,MotoGP 09/10,PS3,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2
6608,The Cheetah Girls: Passport to Stardom,DS,2006,Simulation,Taito,0.18,0,0,0.02,0.2
6609,Over G Fighters,X360,2003,Sports,Atari,0.14,0.05,0,0,0.2
6610,Backyard Hockey,GBA,2009,Action,Zoo Games,0.18,0,0,0.01,0.2
6611,Wedding Dash,DS,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2
6612,Playboy: The Mansion,PS2,2010,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
6613,Jikkyou Powerful Pro Yakyuu 2010,PSP,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2
6614,Tiger Woods PGA Tour 06,PSP,2009,Simulation,Ubisoft,0.13,0.07,0,0,0.2
6615,Imagine: Detective,DS,2002,Action,Namco Bandai Games,0,0,0.18,0.01,0.2
6616,Shaman King: Spirit of Shamans,PS,2007,Platform,THQ,0.14,0.05,0,0,0.2
6617,Ratatouille,GBA,2002,Platform,THQ,0.14,0.05,0,0,0.2
6618,The Fairly Odd Parents: Enter the Cleft,GBA,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2
6619,MC Groovz Dance Craze,GC,2008,Racing,Black Bean Games,0.05,0.14,0,0.01,0.2
6620,SBK Superbike World Championship,X360,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2
6621,The Thing,XB,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2
6622,Tom and Jerry in House Trap,PS,2001,Action,THQ,0.14,0.05,0,0,0.2
6623,Power Rangers: Time Force,GBA,2009,Misc,Zoo Digital Publishing,0.18,0,0,0.01,0.2
6624,Dream Salon,DS,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
6625,Jikkyou Powerful Pro Yakyuu 2011,PSP,2006,Misc,Shogakukan,0,0,0.2,0,0.2
6626,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2
6627,Baldur's Gate: Dark Alliance,XB,2010,Misc,Warner Bros. Interactive Entertainment,0.18,0,0,0.01,0.2
6628,Sesame Street: Cookie's Counting Carnival,DS,2011,Role-Playing,Sony Computer Entertainment,0,0,0.2,0,0.2
6629,Ore no Shikabane o Koete Yuke,PSP,2004,Adventure,Ubisoft,0.15,0.04,0,0.01,0.2
6630,Prince of Persia: Warrior Within,GC,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2
